asin,category_tree_path,category_name,category_level
B0FWD8WBSW,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Computers & Accessories,2
B0FWD8WBSW,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Computers & Tablets,3
B0FWD8WBSW,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Laptops,4
B0FWD8WBSW,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Traditional Laptops,5
B0FWD6SKL6,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Electronics,1
B0FWD6SKL6,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Computers & Accessories,2
B0FWD6SKL6,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Computers & Tablets,3
B0FWD6SKL6,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Laptops,4
B0FWD6SKL6,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Traditional Laptops,5
B0FWD7QF6M,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Electronics,1
B0FWD7QF6M,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Computers & Accessories,2
B0FWD7QF6M,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Computers & Tablets,3
B0FWD7QF6M,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Laptops,4
B0FWD7QF6M,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Traditional Laptops,5
B0FWD623D1,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Electronics,1
B0FWD623D1,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Computers & Accessories,2
B0FWD623D1,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Computers & Tablets,3
B0FWD623D1,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Laptops,4
B0FWD623D1,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Traditional Laptops,5
B0FWD726XF,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Electronics,1
B0FWD726XF,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Computers & Accessories,2
B0FWD726XF,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Computers & Tablets,3
B0FWD726XF,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Laptops,4
B0FWD726XF,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Traditional Laptops,5
B0CTPCTW66,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Electronics,1
B0CTPCTW66,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Computers & Accessories,2
B0CTPCTW66,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Computers & Tablets,3
B0CTPCTW66,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Laptops,4
B0CTPCTW66,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Traditional Laptops,5
B0FCCQH94P,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Electronics,1
B0FCCQH94P,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Computers & Accessories,2
B0FCCQH94P,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Computers & Tablets,3
B0FCCQH94P,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Laptops,4
B0FCCQH94P,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Traditional Laptops,5
B0FCCR6RTZ,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Electronics,1
B0FCCR6RTZ,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Computers & Accessories,2
B0FCCR6RTZ,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Computers & Tablets,3
B0FCCR6RTZ,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Laptops,4
B0FCCR6RTZ,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Traditional Laptops,5
B0FCCT15MP,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Electronics,1
B0FCCT15MP,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Computers & Accessories,2
B0FCCT15MP,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Computers & Tablets,3
B0FCCT15MP,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Laptops,4
B0FCCT15MP,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Traditional Laptops,5
B0FCCS1Q1F,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Electronics,1
B0FCCS1Q1F,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Computers & Accessories,2
B0FCCS1Q1F,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Computers & Tablets,3
B0FCCS1Q1F,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Laptops,4
B0FCCS1Q1F,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Traditional Laptops,5
B0FCCTF4ZZ,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Electronics,1
B0FCCTF4ZZ,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Computers & Accessories,2
B0FCCTF4ZZ,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Computers & Tablets,3
B0FCCTF4ZZ,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Laptops,4
B0FCCTF4ZZ,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Traditional Laptops,5
B07V9VZ36L,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Electronics,1
B07V9VZ36L,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Computers & Accessories,2
B07V9VZ36L,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Computers & Tablets,3
B07V9VZ36L,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Laptops,4
B07V9VZ36L,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Traditional Laptops,5
B0CTPJ4NNC,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Electronics,1
B0CTPJ4NNC,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Computers & Accessories,2
B0CTPJ4NNC,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Computers & Tablets,3
B0CTPJ4NNC,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Laptops,4
B0CTPJ4NNC,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Traditional Laptops,5
B0BS4BP8FB,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Electronics,1
B0BS4BP8FB,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Computers & Accessories,2
B0BS4BP8FB,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Computers & Tablets,3
B0BS4BP8FB,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Laptops,4
B0BS4BP8FB,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Traditional Laptops,5
B0BSJ46KY9,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Electronics,1
B0BSJ46KY9,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Computers & Accessories,2
B0BSJ46KY9,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Computers & Tablets,3
B0BSJ46KY9,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Laptops,4
B0BSJ46KY9,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Traditional Laptops,5
B09V5PPWRH,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Electronics,1
B09V5PPWRH,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Computers & Accessories,2
B09V5PPWRH,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Computers & Tablets,3
B09V5PPWRH,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Laptops,4
B09V5PPWRH,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Traditional Laptops,5
B09WGH9QJQ,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Electronics,1
B09WGH9QJQ,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Computers & Accessories,2
B09WGH9QJQ,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Computers & Tablets,3
B09WGH9QJQ,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Laptops,4
B09WGH9QJQ,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Traditional Laptops,5
B09WJHLWHG,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Electronics,1
B09WJHLWHG,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Computers & Accessories,2
B09WJHLWHG,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Computers & Tablets,3
B09WJHLWHG,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Laptops,4
B09WJHLWHG,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Traditional Laptops,5
B0CN3W8FVY,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Electronics,1
B0CN3W8FVY,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Computers & Accessories,2
B0CN3W8FVY,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Computers & Tablets,3
B0CN3W8FVY,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Laptops,4
B0CN3W8FVY,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Traditional Laptops,5
B09V5Q3STN,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Electronics,1
B09V5Q3STN,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Computers & Accessories,2
B09V5Q3STN,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Computers & Tablets,3
B09V5Q3STN,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Laptops,4
B09V5Q3STN,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Traditional Laptops,5
B09V6PZ5XR,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Electronics,1
B09V6PZ5XR,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Computers & Accessories,2
B09V6PZ5XR,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Computers & Tablets,3
B09V6PZ5XR,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Laptops,4
B09V6PZ5XR,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Traditional Laptops,5
B09WQ36NF1,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Electronics,1
B09WQ36NF1,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Computers & Accessories,2
B09WQ36NF1,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Computers & Tablets,3
B09WQ36NF1,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Laptops,4
B09WQ36NF1,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Traditional Laptops,5
B09ZLVB1GP,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Electronics,1
B09ZLVB1GP,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Computers & Accessories,2
B09ZLVB1GP,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Computers & Tablets,3
B09ZLVB1GP,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Laptops,4
B09ZLVB1GP,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Traditional Laptops,5
B09RQ8T428,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Electronics,1
B09RQ8T428,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Computers & Accessories,2
B09RQ8T428,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Computers & Tablets,3
B09RQ8T428,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Laptops,4
B09RQ8T428,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Traditional Laptops,5
B0D6GQ4ZMQ,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Electronics,1
B0D6GQ4ZMQ,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Computers & Accessories,2
B0D6GQ4ZMQ,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Computers & Tablets,3
B0D6GQ4ZMQ,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Laptops,4
B0D6GQ4ZMQ,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Traditional Laptops,5
B0D3JLHQ8K,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Electronics,1
B0D3JLHQ8K,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Computers & Accessories,2
B0D3JLHQ8K,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Computers & Tablets,3
B0D3JLHQ8K,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Laptops,4
B0D3JLHQ8K,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Traditional Laptops,5
B0D3JLKD2H,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Electronics,1
B0D3JLKD2H,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Computers & Accessories,2
B0D3JLKD2H,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Computers & Tablets,3
B0D3JLKD2H,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Laptops,4
B0D3JLKD2H,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Traditional Laptops,5
B0CBJ46QZX,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Electronics,1
B0CBJ46QZX,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Computers & Accessories,2
B0CBJ46QZX,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Computers & Tablets,3
B0CBJ46QZX,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Laptops,4
B0CBJ46QZX,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Traditional Laptops,5
B0D3JCPJGY,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Electronics,1
B0D3JCPJGY,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Computers & Accessories,2
B0D3JCPJGY,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Computers & Tablets,3
B0D3JCPJGY,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Laptops,4
B0D3JCPJGY,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Traditional Laptops,5
B0D3JLLSMM,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Electronics,1
B0D3JLLSMM,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Computers & Accessories,2
B0D3JLLSMM,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Computers & Tablets,3
B0D3JLLSMM,"Electronics,Computers & Accessories,Computers & Tablets,Laptops,Traditional Laptops",Laptops,4
